SITENAME	DATE	SALINITY	TN	TP
TSph3	9/29/03	0	30.153	0.05
TSph3	10/2/03	0	25.311	0.06
TSph3	10/5/03	0	27.151	0.05
TSph3	10/8/03	0	29.002	0.07
TSph3	10/11/03	0	30.215	0.07
TSph3	10/14/03	0	25.293	0.06
TSph3	10/23/03	0	62.775	0.13
TSph3	10/26/03	0	30.995	0.15
TSph3	10/29/03	0	42.541	0.65
TSph3	11/1/03	0	33.485	0.32
TSph3	11/4/03	0	31.41	0.26
TSph3	11/6/03	0	26.232	0.4
TSph3	11/9/03	0	18.303	0.09
TSph3	11/12/03	0	21.645	0.07
TSph3	11/15/03	0	27.376	0.08
TSph3	11/18/03	0	20.965	0.09
TSph3	11/21/03	0	22.15	0.04
TSph3	11/24/03	0	23.511	0.03
TSph3	11/27/03	0	21.291	0.04
TSph3	11/30/03	0	23.996	0.04
TSph3	12/3/03	0	48.331	0.01
TSph3	12/6/03	0	23.927	0.18
TSph3	12/9/03	0	22.942	0.09
TSph3	12/12/03	0	23.681	0.11
TSph3	12/14/03	0	26.896	0.12
TSph3	12/18/03	0	19.657	0.03
TSph3	12/21/03	0	19.877	0.09
TSph3	12/24/03	0	22.963	0.11
TSph3	12/27/03	0	23.499	0.12
TSph3	12/30/03	0	25.658	0.06
TSph3	1/2/04	0	27.519	0.06
TSph3	1/5/04	0	30.747	0.07
TSph3	1/8/04	0	25.927	0.12
TSph3	1/11/04	0	28.188	0.12
TSph3	1/14/04	0	28.466	0.06
TSph3	1/17/04	0	31.334	0.05
TSph3	1/20/04	0	32.359	0.08
TSph3	1/22/04	0	33.597	0.1
TSph3	7/31/04	0	326.619	0.29
TSph3	8/3/04	0	289.58	0.32
TSph3	8/6/04	0	275.029	0.1
TSph3	8/9/04	0	178.21	0.16
TSph3	8/12/04	0	65.972	0.14
TSph3	8/15/04	0	52.755	0.12
TSph3	8/18/04	0	56.777	0.15
TSph3	8/21/04	0	17.189	0.14
TSph3	8/24/04	0	27.749	0.09
TSph3	8/27/04	0	27.073	0.12
TSph3	8/30/04	0	27.923	0.08
TSph3	9/2/04	0	23.511	0.21
TSph3	9/5/04	0	26.4	0.13
TSph3	9/8/04	0	19.77	0.11
TSph3	9/11/04	0	19.903	0.1
TSph3	9/14/04	0	23.297	0.23
TSph3	9/17/04	0	20.541	0.15
TSph3	9/20/04	0	22.817	0.07
TSph3	9/23/04	0	23.787	0.11
TSph3	9/26/04	0	49.406	0.13
TSph3	9/28/04	0	31.569	0.12
TSph3	10/1/04	0	27.75	0.06
TSph3	10/4/04	0	22.94	0.08
TSph3	10/7/04	0	26.72	0.06
TSph3	10/10/04	0	28.029	0.08
TSph3	10/13/04	0	28.482	0.06
TSph3	10/16/04	0	26.393	0.05
TSph3	10/19/04	0	22.65	0.08
TSph3	10/22/04	0	25.015	0.06
TSph3	10/24/04	0	25.5	0.1
TSph3	10/28/04	0	23.448	0.3
TSph3	10/31/04	0	20.075	0.15
TSph3	11/3/04	0	22.598	0.13
TSph3	11/6/04	0	19.486	0.13
TSph3	11/9/04	0	19.751	0.1
TSph3	11/11/04	0	22.895	0.1
TSph3	11/14/04	0	16.269	0.07
TSph3	11/17/04	0	24.046	0.06
TSph3	11/20/04	0	19.094	0.05
TSph3	11/23/04	0	22.735	0.06
TSph3	11/26/04	0	18.754	0.05
TSph3	11/29/04	0	19.724	0.04
TSph3	12/2/04	0	20.027	0.04
TSph3	12/5/04	0	18.378	0.05
TSph3	12/8/04	0	20.423	0.05
TSph3	12/11/04	0	28.545	0.06
TSph3	12/14/04	0	24.137	0.06
TSph3	12/15/04	0	22.488	0.12
TSph3	6/11/05	0	30.846	0.13
TSph3	6/14/05	0	34.222	0.09
TSph3	6/17/05	0	37.101	0.07
TSph3	6/20/05	0	23.861	0.05
TSph3	6/23/05	0	18.313	0.07
TSph3	6/26/05	0	16.671	0.06
TSph3	6/29/05	0	18.815	0.05
TSph3	7/2/05	0	19.303	0.06
TSph3	7/5/05	0	20.133	0.11
TSph3	7/8/05	0	21.823	0.09
TSph3	7/11/05	0	19.717	0.07
TSph3	7/14/05	0	18.032	0.07
TSph3	7/19/05	0	16.312	0.13
TSph3	7/20/05	0	17.774	0.11
TSph3	7/23/05	0	23.002	0.23
TSph3	7/26/05	0	22.898	0.11
TSph3	7/29/05	0	23.144	0.1
TSph3	8/1/05	0	25.54	0.12
TSph3	8/4/05	0	25.842	0.11
TSph3	8/7/05	0	23.891	0.1
TSph3	8/10/05	0	21.79	0.1
TSph3	8/13/05	0	23.44	0.11
TSph3	8/16/05	0	17.496	0.13
TSph3	8/17/05	0	25.899	0.16
TSph3	8/20/05	0	31.771	0.09
TSph3	8/23/05	0	37.405	0.14
TSph3	8/26/05	0	39.926	0.16
TSph3	8/29/05	0	30.758	0.07
TSph3	9/1/05	0	26.344	0.07
TSph3	9/4/05	0	35.513	0.05
TSph3	9/7/05	0	43.653	0.12
TSph3	9/10/05	0	33.536	0.08
TSph3	9/13/05	0	38.496	0.1
TSph3	9/14/05	0	43.943	0.18
TSph3	9/17/05	0	42.376	0.74
TSph3	9/20/05	0	45.108	0.88
TSph3	9/23/05	0	43.429	0.82
TSph3	9/26/05	0	27.765	0.85
TSph3	9/29/05	0	40.909	0.86
TSph3	10/2/05	0	51.35	0.84
TSph3	10/5/05	0	37.369	0.87
TSph3	10/8/05	0	33.361	0.87
TSph3	10/11/05	0	25.517	0.91
TSph3	10/13/05	0	35.543	0.96
TSph3	10/16/05	0	14.276	0.11
TSph3	10/19/05	0	18.235	0.14
TSph3	10/22/05	0	15.018	0.12
TSph3	10/25/05	0	18.854	0.12
TSph3	10/28/05	0	16.454	0.13
TSph3	10/31/05	0	16.84	0.19
TSph3	11/3/05	0	13.651	0.1
TSph3	11/6/05	0	17.677	0.16
TSph3	11/9/05	0	20.367	0.13
TSph3	11/12/05	0	17.118	0.17
TSph3	11/15/05	0	14.999	0.18
TSph3	11/18/05	0	15.843	0.21
TSph3	11/21/05	0	20.637	0.17
TSph3	11/24/05	0	20.795	0.15
TSph3	11/27/05	0	25.45	0.17
TSph3	11/30/05	0	19.995	0.14
TSph3	12/3/05	0	19.507	0.18
TSph3	12/6/05	0	37.279	0.18
TSph3	12/9/05	0	19.505	0.18
TSph3	12/12/05	0	29.014	0.19
TSph3	12/15/05	0	19.912	0.18
TSph3	12/18/05	0	33.365	0.18
TSph3	12/20/05	0	19.616	0.22
TSph3	12/23/05	0	37.188	0.16
TSph3	12/26/05	0	25.287	0.24
TSph3	12/29/05	0	50.282	0.19
TSph3	1/1/06	0	22.314	0.17
TSph3	1/4/06	0	20.004	0.19
TSph3	1/7/06	0	26.249	0.17
TSph3	1/9/06	0	38.508	0.2
TSph3	1/12/06	0	30.507	0.18
TSph3	1/15/06	0	29.896	0.18
TSph3	1/18/06	0	35.332	0.2
TSph3	1/21/06	0	31.018	0.19
TSph3	1/24/06	0	30.882	0.19
TSph3	1/27/06	0	26.345	0.18
TSph3	1/30/06	0	28.767	0.19
TSph3	2/2/06	0	28.447	0.2
TSph3	2/5/06	0	32.93	0.29
TSph3	2/8/06	0	35.404	0.28
TSph3	2/11/06	0	35.715	0.43
TSph3	2/14/06	0	38.456	0.22
TSph3	2/15/06	0	46.399	0.28
TSph3	2/18/06	0	42.151	0.17
TSph3	2/21/06	0	38.83	0.17
TSph3	2/24/06	0	35.935	0.15
TSph3	2/27/06	0	63.662	0.17
TSph3	3/2/06	0	41.262	0.17
TSph3	3/5/06	0	48.959	0.22
TSph3	3/8/06	0	36.62	0.18
TSph3	3/11/06	0	31.543	0.22
TSph3	3/14/06	0	34.887	0.27
TSph3	3/16/06	0	40.53	0.22
TSph3	7/3/06	0	29.809	0.29
TSph3	7/6/06	0	25.185	0.22
TSph3	7/9/06	0	21.586	0.23
TSph3	7/12/06	0	21.15	0.21
TSph3	7/15/06	0	17.66	0.21
TSph3	7/18/06	0	20.002	0.21
TSph3	7/21/06	0	20.508	0.18
TSph3	7/24/06	0	15.909	0.26
TSph3	7/26/06	0	15.33	0.25
TSph3	7/27/06	0	16.618	0.2
TSph3	7/30/06	0	20.23	0.12
TSph3	8/2/06	0	21.171	0.12
TSph3	8/5/06	0	19.786	0.09
TSph3	8/8/06	0	24.001	0.09
TSph3	8/11/06	0	23.908	0.1
TSph3	8/14/06	0	25.869	0.12
TSph3	8/16/06	0	30.637	0.46
TSph3	8/19/06	0	25.139	0.32
TSph3	8/22/06	0	22.848	0.22
TSph3	8/25/06	0	21.073	0.21
TSph3	8/28/06	0	20.316	0.25
TSph3	8/31/06	0	19.28	0.23
TSph3	9/3/06	0	19.416	0.23
TSph3	9/6/06	0	17.023	0.27
TSph3	9/9/06	0	18.271	0.32
TSph3	9/12/06	0	19.199	0.4
TSph3	9/15/06	0	22.534	0.37
TSph3	9/18/06	0	21.19	0.43
TSph3	9/19/06	0	18.307	0.44
TSph3	9/22/06	0	34.25	0.29
TSph3	9/25/06	0	39.009	0.28
TSph3	9/28/06	0	36.992	0.33
TSph3	10/1/06	0	34.432	0.27
TSph3	10/4/06	0	34.338	0.28
TSph3	10/7/06	0	40.596	0.29
TSph3	10/14/06	0	22.551	0.11
TSph3	10/17/06	0	23.484	0.16
TSph3	10/20/06	0	22.194	0.15
TSph3	10/23/06	0	22.474	0.16
TSph3	10/26/06	0	27.757	0.13
TSph3	10/29/06	0	25.621	0.16
TSph3	11/1/06	0	20.989	0.13
TSph3	11/4/06	0	25.768	0.13
TSph3	11/7/06	0	22.656	0.15
TSph3	11/10/06	0	22.723	0.15
TSph3	11/13/06	0	20.463	0.12
TSph3	11/15/06	0	20.692	0.12
TSph3	11/18/06	0	29.118	0.13
TSph3	11/21/06	0	33.417	0.16
TSph3	11/24/06	0	35.672	0.12
TSph3	11/27/06	0	0.01	0.14
TSph3	11/30/06	0	0.01	0.11
TSph3	12/3/06	0	35.21	0.12
TSph3	12/6/06	0	34.217	0.15
TSph3	12/9/06	0	33.148	0.12
TSph3	12/12/06	0	33.832	0.13
TSph3	12/15/06	0	31.714	0.13
TSph3	12/18/06	0	45.939	0.17
TSph3	12/19/06	0	49.011	0.17
TSph3	12/22/06	0	46.122	0.3
TSph3	12/25/06	0	45.668	0.31
TSph3	12/28/06	0	39.413	0.28
TSph3	12/31/06	0	50.288	0.29
TSph3	1/3/07	0	35.932	0.26
TSph3	1/6/07	0	68.868	0.3
TSph3	1/9/07	0	41.356	0.29
TSph3	1/11/07	0	35.129	0.28
TSph3	6/26/07	0	42.188	0.16
TSph3	7/2/07	0	27.784	0.13
TSph3	7/8/07	0	25.356	0.12
TSph3	7/14/07	0	29.94	0.15
TSph3	7/20/07	0	40.761	0.15
TSph3	7/26/07	0	35.837	0.14
TSph3	8/1/07	0	40.641	0.12
TSph3	8/6/07	0	53.719	0.14
TSph3	8/12/07	0	34.821	0.23
TSph3	8/18/07	0	116.406	0.46
TSph3	8/24/07	0	76.526	0.17
TSph3	8/30/07	0	44.744	0.17
TSph3	9/5/07	0	77.066	0.2
TSph3	9/11/07	0	57.494	0.21
TSph3	9/17/07	0	42.634	0.14
TSph3	9/23/07	0	34.003	0.19
TSph3	9/29/07	0	33.467	0.16
TSph3	10/15/07	0	50.667	0.12
TSph3	10/21/07	0	46.147	0.13
TSph3	10/27/07	0	41.591	0.22
TSph3	11/2/07	0	34.76	0.13
TSph3	11/7/07	0	35.405	0.13
TSph3	11/14/07	0	15.664	0.08
TSph3	11/20/07	0	19.361	0.01
TSph3	11/26/07	0	17.245	0.11
TSph3	12/2/07	0	15.946	0.13
TSph3	12/8/07	0	23.839	0.11
TSph3	12/14/07	0	20.25	0.11
TSph3	12/19/07	0	29.812	0.13
TSph3	12/25/07	0	25.834	0.12
TSph3	12/31/07	0	27.176	0.11
TSph3	1/6/08	0	30.79	0.12
TSph3	6/30/08	0	36.246	0.3
TSph3	7/6/08	0	32.619	0.18
TSph3	7/12/08	0	30.006	0.17
TSph3	7/16/08	0	29.491	0.29
TSph3	7/22/08	0	34.684	0.13
TSph3	7/28/08	0	29.704	0.17
TSph3	8/3/08	0	30.79	0.17
TSph3	8/8/08	0	34.971	0.22
TSph3	8/14/08	0	35.29	0.28
TSph3	8/20/08	0	28.069	0.19
TSph3	8/26/08	0	27.179	0.16
TSph3	9/1/08	0	29.822	0.16
TSph3	9/7/08	0	39.565	0.14
TSph3	9/13/08	0	23.691	0.13
TSph3	9/19/08	0	21.094	0.12
TSph3	9/23/08	0	25.228	0.15
TSph3	9/29/08	0	22.172	0.12
TSph3	10/5/08	0	15.383	0.1
TSph3	10/10/08	0	22.027	0.13
TSph3	10/16/08	0	27.661	0.14
TSph3	10/22/08	0	23.245	0.13
TSph3	10/28/08	0	24.481	0.17
TSph3	11/3/08	0	29.42	0.13
TSph3	11/9/08	0	24.144	0.11
TSph3	11/15/08	0	24.712	0.27
TSph3	11/21/08	0	24.449	0.1
TSph3	11/27/08	0	25.177	0.1
TSph3	12/3/08	0	19.503	0.1
TSph3	12/9/08	0	24.658	0.11
TSph3	12/14/08	0	23.338	0.11
TSph3	12/21/08	0	25.657	0.15
TSph3	12/27/08	0	22.288	0.16
TSph3	1/2/09	0	34.568	0.33
TSph3	1/6/09	0	31.71	0.11
TSph3	1/12/09	0	62.513	0.34
TSph3	1/18/09	0	57.496	0.18
TSph3	1/24/09	0	55.858	0.19
TSph3	1/30/09	0	65.013	0.17
TSph3	2/5/09	0	118.822	0.18
TSph3	2/11/09	0	90.378	0.26
TSph3	2/12/09	0	97.961	0.24
TSph3	6/17/09	0	129.856	0.34
TSph3	6/23/09	0	125.722	0.17
TSph3	6/29/09	0	131.973	0.16
TSph3	7/5/09	0	144.851	0.16
TSph3	7/11/09	0	182.271	0.2
TSph3	7/18/09	0	48.454	0.17
TSph3	7/24/09	0	47.221	0.11
TSph3	7/30/09	0	46.479	0.11
TSph3	8/5/09	0	48.126	0.15
TSph3	8/11/09	0	53.56	0.13
TSph3	8/16/09	0	36.6	0.25
TSph3	8/22/09	0	36.618	0.16
TSph3	8/28/09	0	40.448	0.16
TSph3	9/3/09	0	244.097	0.23
TSph3	9/8/09	0	144.816	0.17
TSph3	9/14/09	0	25.364	0.14
TSph3	9/20/09	0	22.666	0.2
TSph3	9/26/09	0	30.101	0.16
TSph3	10/2/09	0	31.623	0.14
TSph3	10/7/09	0	36.006	0.07
TSph3	10/13/09	0	29.034	0.34
TSph3	10/19/09	0	77.231	0.21
TSph3	10/25/09	0	73.052	0.16
TSph3	10/31/09	0	47.802	0.2
TSph3	11/6/09	0	36.568	0.25
TSph3	11/12/09	0	55.37	0.35
TSph3	11/16/09	0	55.387	0.46
TSph3	11/22/09	0	49.65	0.12
TSph3	11/28/09	0	45.76	0.11
TSph3	12/2/09	0	49.03	0.08
TSph3	12/8/09	0	68.012	0.12
TSph3	12/14/09	0	85.141	0.13
TSph3	12/20/09	0	78.042	0.11
TSph3	12/26/09	0	84.68	0.01
TSph3	1/1/10	0	90.62	0.11
TSph3	1/7/10	0	66.221	0.15
TSph3	1/13/10	0	76.851	0.14
TSph3	1/19/10	0	95.081	0.15
TSph3	1/24/10	0	51.648	0.15
TSph3	1/30/10	0	52.131	0.15
TSph3	2/5/10	0	45.849	0.15
TSph3	2/10/10	0	48.971	0.11
TSph3	2/17/10	0	121.107	0.43
TSph3	2/23/10	0	122.129	0.48
TSph3	3/1/10	0	120.04	0.59
TSph3	3/7/10	0	102.442	0.6
TSph3	3/13/10	0	110.238	0.66
TSph3	3/18/10	0	120.513	0.57
TSph3	3/25/10	0	173.322	0.19
TSph3	3/31/10	0	185.602	0.21
TSph3	4/6/10	0	204.326	0.2
TSph3	4/12/10	0	45.064	0.17
TSph3	4/18/10	0	54.055	0.16
TSph3	4/24/10	0	46.75	0.19
TSph3	4/30/10	0	45.103	0.15
TSph3	5/5/10	0	51.853	0.14
TSph3	5/12/10	0	123.828	0.12
TSph3	5/18/10	0	173.888	0.17
TSph3	5/24/10	0	171.388	0.01
TSph3	5/30/10	0	200.205	0.13
TSph3	6/5/10	0	158.416	0.52
TSph3	6/11/10	0	159.217	0.27
TSph3	6/17/10	0	136.921	0.16
TSph3	6/23/10	0	72.841	0.23
TSph3	6/27/10	0	57.363	0.13
TSph3	7/3/10	0	71.186	0.14
TSph3	7/8/10	0	58.337	0.08
TSph3	7/15/10	0	60.786	0.1
TSph3	7/21/10	0	57.755	0.1
TSph3	7/27/10	0	46.192	0.11
TSph3	8/2/10	0	57.744	0.08
TSph3	8/8/10	0	61.42	0.1
TSph3	8/12/10	0	80.403	0.11
TSph3	8/18/10	0	43.857	0.12
TSph3	8/24/10	0	45.017	0.13
TSph3	8/30/10	0	42.887	0.1
TSph3	9/4/10	0	38.917	0.07
TSph3	9/10/10	0	27.988	0.06
TSph3	9/16/10	0	30.074	0.08
TSph3	9/22/10	0	25.076	0.06
TSph3	9/28/10	0	28.603	0.07
TSph3	10/4/10	0	25.524	0.09
TSph3	10/9/10	0	28.967	0.66
TSph3	10/15/10	0	36.696	0.69
TSph3	10/21/10	0	31.04	0.8
TSph3	10/27/10	0	38.742	0.89
TSph3	11/2/10	0	38.63	1.33
TSph3	11/8/10	0	33.964	1.56
TSph3	11/14/10	0	29.828	1.39
TSph3	11/20/10	0	32.677	1.72
TSph3	11/26/10	0	47.776	0.09
TSph3	12/2/10	0	52.735	0.08
TSph3	12/8/10	0	38.681	0.08
TSph3	12/14/10	0	46.651	0.06
TSph3	12/20/10	0	55.854	0.06
TSph3	12/26/10	0	91.801	0.14
TSph3	1/1/11	0	94.282	0.15
TSph3	1/7/11	0	97.628	0.11
TSph3	1/13/11	0	87.857	0.12
TSph3	1/19/11	0	103.42	0.12
TSph3	1/23/11	0	0.01	0.23
TSph3	1/29/11	0	40.671	0.15
TSph3	2/3/11	0	48.994	0.17
TSph3	2/10/11	0	65.16	0.1
TSph3	2/16/11	0	64.577	0.11
TSph3	2/22/11	0	68.716	0.16
TSph3	2/28/11	0	71.689	0.13
TSph3	3/4/11	0	81.246	0.06
TSph3	3/10/11	0	88.501	0.06
TSph3	3/16/11	0	118.301	0.06
TSph3	3/19/11	0	104.064	0.06
TSph3	4/3/11	0	0.01	0.08
TSph3	4/4/11	0	0.01	0.09
TSph3	7/18/11	0	91.394	0.14
TSph3	7/24/11	0	69.274	0.12
TSph3	7/30/11	0	57.334	0.13
TSph3	8/4/11	0	66.855	0.16
TSph3	8/10/11	0	61.476	0.12
TSph3	8/16/11	0	57.256	0.15
TSph3	8/22/11	0	50.791	0.13
TSph3	8/28/11	0	45.664	0.14
TSph3	9/3/11	0	45.986	0.1
TSph3	9/9/11	0	43.557	0.15
TSph3	9/15/11	0	42.631	0.11
TSph3	9/20/11	0	39.36	0.14
TSph3	9/27/11	0	28.112	0.08
TSph3	10/3/11	0	24.76	0.09
TSph3	10/9/11	0	22.156	0.1
TSph3	10/13/11	0	25.264	0.08
TSph3	10/19/11	0	16.644	0.07
TSph3	10/25/11	0	16.895	0.08
TSph3	10/31/11	0	19.501	0.09
TSph3	11/5/11	0	21.943	0.12
TSph3	11/11/11	0	21.699	0.11
TSph3	11/17/11	0	27.274	0.11
TSph3	11/23/11	0	28.668	0.12
TSph3	11/29/11	0	27.322	0.11
TSph3	12/4/11	0	27.754	0.14
TSph3	12/10/11	0	32.002	0.1
TSph3	12/16/11	0	33.486	0.12
TSph3	12/22/11	0	34.762	0.14
TSph3	12/28/11	0	33.006	0.13
TSph3	1/3/12	0	34.397	0.14
TSph3	1/8/12	0	43.125	0.24
TSph3	1/14/12	0	43.278	0.12
TSph3	1/20/12	0	40.464	0.13
TSph3	1/26/12	0	41.993	0.15
TSph3	2/1/12	0	44.103	0.13
TSph3	2/7/12	0	57.346	0.15
TSph3	2/13/12	0	65.549	0.14
TSph3	2/19/12	0	55.16	0.3
TSph3	2/25/12	0	57.975	0.13
TSph3	3/1/12	0	62.456	0.2
TSph3	3/8/12	0	59.966	0.11
TSph3	3/14/12	0	81.348	0.1
TSph3	3/20/12	0	85.384	0.09
TSph3	4/25/12	0	0.01	0.1
TSph3	5/16/12	0	59.586	0.27
TSph3	5/22/12	0	50.033	0.27
TSph3	5/28/12	0	44.674	0.65
TSph3	6/3/12	0	40.954	0.27
TSph3	6/9/12	0	42.56	0.26
TSph3	6/13/12	0	41.125	0.26
TSph3	6/19/12	0	39.469	0.26
TSph3	6/25/12	0	33.202	0.27
TSph3	7/1/12	0	37.504	0.25
