Site,Date,Year,Salinity,TN_um_L,TN_moles_L,TN_g_L,TN_ug_L,TP_um_L,TP_moles_L,TP_g_L,TP_ug_L,NP_molar,NP_mass
SRS2,3/2/08,2008,0.00,123.76,0.000124,0.001734,1733.52,0.24,0.000000,0.000007,7.43,515.67,233.20
SRS4,3/4/08,2008,13.50,12.44,0.000012,0.000174,174.28,1.66,0.000002,0.000051,51.42,7.50,3.39
SRS5,3/4/08,2008,25.10,55.99,0.000056,0.000784,784.22,0.60,0.000001,0.000019,18.58,93.31,42.20
SRS6,3/4/08,2008,30.30,45.31,0.000045,0.000635,634.59,1.56,0.000002,0.000048,48.32,29.04,13.13
SRS4,3/7/08,2008,15.50,68.18,0.000068,0.000955,954.98,2.19,0.000002,0.000068,67.83,31.13,14.08
SRS5,3/7/08,2008,29.90,44.54,0.000045,0.000624,623.89,0.79,0.000001,0.000024,24.47,56.38,25.50
SRS6,3/7/08,2008,32.60,40.90,0.000041,0.000573,572.83,1.52,0.000002,0.000047,47.08,26.91,12.17
SRS1,3/8/08,2008,0.00,199.80,0.000200,0.002799,2798.56,0.22,0.000000,0.000007,6.81,908.17,410.69
SRS2,3/8/08,2008,0.00,127.07,0.000127,0.001780,1779.88,0.20,0.000000,0.000006,6.19,635.36,287.32
SRS4,3/10/08,2008,19.40,75.31,0.000075,0.001055,1054.87,1.32,0.000001,0.000041,40.89,57.05,25.80
SRS5,3/10/08,2008,29.70,39.03,0.000039,0.000547,546.71,0.87,0.000001,0.000027,26.95,44.86,20.29
SRS6,3/10/08,2008,33.70,39.38,0.000039,0.000552,551.65,0.92,0.000001,0.000028,28.50,42.81,19.36
SRS4,3/13/08,2008,18.60,59.39,0.000059,0.000832,831.92,1.00,0.000001,0.000031,30.97,59.39,26.86
SRS5,3/13/08,2008,30.00,38.94,0.000039,0.000545,545.45,0.70,0.000001,0.000022,21.68,55.63,25.16
SRS6,3/13/08,2008,33.40,33.96,0.000034,0.000476,475.62,1.11,0.000001,0.000034,34.38,30.59,13.83
SRS1,3/14/08,2008,0.00,225.65,0.000226,0.003161,3160.68,0.21,0.000000,0.000007,6.50,1074.52,485.92
SRS2,3/14/08,2008,0.00,147.07,0.000147,0.002060,2060.01,0.27,0.000000,0.000008,8.36,544.70,246.32
SRS4,3/16/08,2008,19.20,53.83,0.000054,0.000754,753.93,1.13,0.000001,0.000035,35.00,47.63,21.54
SRS5,3/16/08,2008,30.10,46.51,0.000047,0.000651,651.41,0.40,0.000000,0.000012,12.39,116.27,52.58
SRS6,3/16/08,2008,33.10,32.61,0.000033,0.000457,456.71,1.20,0.000001,0.000037,37.17,27.17,12.29
SRS4,3/18/08,2008,19.80,53.14,0.000053,0.000744,744.37,1.31,0.000001,0.000041,40.58,40.57,18.35
SRS5,3/18/08,2008,28.10,44.75,0.000045,0.000627,626.81,1.03,0.000001,0.000032,31.90,43.45,19.65
SRS6,3/18/08,2008,33.00,28.99,0.000029,0.000406,406.09,1.30,0.000001,0.000040,40.27,22.30,10.09
SRS2,3/20/08,2008,0.00,162.13,0.000162,0.002271,2271.01,0.25,0.000000,0.000008,7.74,648.54,293.28
SRS4,3/21/08,2008,19.10,72.35,0.000072,0.001013,1013.42,1.84,0.000002,0.000057,56.99,39.32,17.78
SRS5,3/21/08,2008,28.50,33.59,0.000034,0.000471,470.55,1.20,0.000001,0.000037,37.17,28.00,12.66
SRS6,3/21/08,2008,32.40,51.78,0.000052,0.000725,725.28,2.24,0.000002,0.000069,69.38,23.12,10.45
SRS4,3/24/08,2008,19.00,62.99,0.000063,0.000882,882.24,2.09,0.000002,0.000065,64.74,30.14,13.63
SRS5,3/24/08,2008,29.90,37.22,0.000037,0.000521,521.38,0.98,0.000001,0.000030,30.35,37.98,17.18
SRS6,3/24/08,2008,33.60,55.40,0.000055,0.000776,775.95,2.36,0.000002,0.000073,73.10,23.47,10.62
SRS1,3/26/08,2008,0.00,220.47,0.000220,0.003088,3088.12,0.20,0.000000,0.000006,6.19,1102.35,498.50
SRS2,3/26/08,2008,0.00,143.76,0.000144,0.002014,2013.60,0.20,0.000000,0.000006,6.19,718.79,325.05
SRS4,3/27/08,2008,17.80,68.74,0.000069,0.000963,962.86,1.83,0.000002,0.000057,56.68,37.56,16.99
SRS5,3/27/08,2008,26.30,56.17,0.000056,0.000787,786.76,1.53,0.000002,0.000047,47.39,36.71,16.60
SRS6,3/27/08,2008,32.40,46.78,0.000047,0.000655,655.26,1.90,0.000002,0.000059,58.85,24.62,11.13
SRS4,3/30/08,2008,16.60,59.61,0.000060,0.000835,834.89,1.80,0.000002,0.000056,55.75,33.11,14.97
SRS5,3/30/08,2008,28.40,29.62,0.000030,0.000415,414.94,0.69,0.000001,0.000021,21.37,42.93,19.42
SRS6,3/30/08,2008,32.60,46.46,0.000046,0.000651,650.78,1.84,0.000002,0.000057,56.99,25.25,11.42
SRS1,3/31/08,2008,0.00,195.80,0.000196,0.002743,2742.50,0.17,0.000000,0.000005,5.27,1151.74,520.84
SRS2,3/31/08,2008,0.00,100.48,0.000100,0.001407,1407.38,0.20,0.000000,0.000006,6.19,502.39,227.19
SRS4,4/2/08,2008,16.20,61.66,0.000062,0.000864,863.73,1.99,0.000002,0.000062,61.64,30.99,14.01
SRS5,4/2/08,2008,26.20,32.19,0.000032,0.000451,450.83,0.52,0.000001,0.000016,16.11,61.90,27.99
SRS6,4/2/08,2008,31.80,44.24,0.000044,0.000620,619.73,1.71,0.000002,0.000053,52.97,25.87,11.70
SRS4,4/5/08,2008,16.40,54.52,0.000055,0.000764,763.61,2.02,0.000002,0.000063,62.57,26.99,12.20
SRS5,4/5/08,2008,30.30,29.16,0.000029,0.000408,408.46,0.59,0.000001,0.000018,18.27,49.43,22.35
SRS6,4/5/08,2008,33.60,35.88,0.000036,0.000503,502.59,1.69,0.000002,0.000052,52.35,21.23,9.60
SRS2,4/6/08,2008,0.00,118.40,0.000118,0.001658,1658.44,0.24,0.000000,0.000007,7.43,493.34,223.10
SRS4,4/8/08,2008,17.40,57.81,0.000058,0.000810,809.74,1.41,0.000001,0.000044,43.67,41.00,18.54
SRS5,4/8/08,2008,27.60,28.44,0.000028,0.000398,398.36,0.73,0.000001,0.000023,22.61,38.96,17.62
SRS6,4/8/08,2008,32.40,34.89,0.000035,0.000489,488.66,1.53,0.000002,0.000047,47.39,22.80,10.31
SRS1,4/10/08,2008,0.00,105.71,0.000106,0.001481,1480.64,0.14,0.000000,0.000004,4.34,755.05,341.45
SRS2,4/10/08,2008,0.00,75.04,0.000075,0.001051,1051.13,0.08,0.000000,0.000002,2.48,938.04,424.20
SRS4,4/11/08,2008,14.40,36.98,0.000037,0.000518,517.94,0.56,0.000001,0.000017,17.35,66.03,29.86
SRS5,4/11/08,2008,20.60,34.42,0.000034,0.000482,482.09,0.54,0.000001,0.000017,16.73,63.74,28.82
SRS6,4/11/08,2008,29.50,35.04,0.000035,0.000491,490.74,1.68,0.000002,0.000052,52.04,20.85,9.43
SRS4,4/14/08,2008,11.20,35.76,0.000036,0.000501,500.92,0.60,0.000001,0.000019,18.58,59.60,26.95
SRS5,4/14/08,2008,21.20,30.22,0.000030,0.000423,423.35,0.68,0.000001,0.000021,21.06,44.45,20.10
SRS6,4/14/08,2008,28.80,31.38,0.000031,0.000440,439.57,1.35,0.000001,0.000042,41.81,23.25,10.51
SRS1,4/16/08,2008,0.00,77.08,0.000077,0.001080,1079.67,0.13,0.000000,0.000004,4.03,592.93,268.13
SRS2,4/16/08,2008,0.00,70.98,0.000071,0.000994,994.22,0.14,0.000000,0.000004,4.34,507.00,229.27
SRS3,4/16/08,2008,0.00,95.15,0.000095,0.001333,1332.81,0.40,0.000000,0.000012,12.39,237.88,107.57
SRS4,4/16/08,2008,9.50,36.65,0.000037,0.000513,513.29,0.66,0.000001,0.000020,20.44,55.52,25.11
SRS5,4/16/08,2008,18.20,35.92,0.000036,0.000503,503.10,0.88,0.000001,0.000027,27.26,40.82,18.46
SRS6,4/17/08,2008,29.10,30.83,0.000031,0.000432,431.85,1.13,0.000001,0.000035,35.00,27.28,12.34
SRS4,4/20/08,2008,8.80,56.38,0.000056,0.000790,789.73,0.48,0.000000,0.000015,14.87,117.46,53.12
SRS5,4/20/08,2008,26.00,27.94,0.000028,0.000391,391.38,0.72,0.000001,0.000022,22.30,38.81,17.55
SRS6,4/20/08,2008,30.40,25.55,0.000026,0.000358,357.88,1.20,0.000001,0.000037,37.17,21.29,9.63
SRS1,4/22/08,2008,0.00,81.76,0.000082,0.001145,1145.18,0.08,0.000000,0.000002,2.48,1021.98,462.16
SRS2,4/22/08,2008,0.00,78.35,0.000078,0.001097,1097.41,0.11,0.000000,0.000003,3.41,712.25,322.09
SRS3,4/22/08,2008,0.00,97.94,0.000098,0.001372,1371.82,0.39,0.000000,0.000012,12.08,251.12,113.56
SRS4,4/23/08,2008,12.90,49.27,0.000049,0.000690,690.12,0.48,0.000000,0.000015,14.87,102.65,46.42
SRS5,4/23/08,2008,26.60,27.11,0.000027,0.000380,379.73,0.73,0.000001,0.000023,22.61,37.14,16.79
SRS6,4/23/08,2008,32.50,25.39,0.000025,0.000356,355.64,1.46,0.000001,0.000045,45.22,17.39,7.86
SRS4,4/26/08,2008,16.40,47.77,0.000048,0.000669,669.04,0.50,0.000001,0.000015,15.49,95.53,43.20
SRS5,4/26/08,2008,27.70,33.94,0.000034,0.000475,475.37,0.60,0.000001,0.000019,18.58,56.56,25.58
SRS6,4/26/08,2008,32.90,20.06,0.000020,0.000281,280.91,1.68,0.000002,0.000052,52.04,11.94,5.40
SRS1,4/28/08,2008,0.00,83.30,0.000083,0.001167,1166.84,0.10,0.000000,0.000003,3.10,833.04,376.72
SRS2,4/28/08,2008,0.00,22.23,0.000022,0.000311,311.43,0.17,0.000000,0.000005,5.27,130.79,59.14
SRS4,4/29/08,2008,15.60,49.17,0.000049,0.000689,688.77,0.00,0.000000,0.000000,0.03,49173.00,22236.92
SRS5,4/29/08,2008,26.20,52.21,0.000052,0.000731,731.29,0.68,0.000001,0.000021,21.06,76.78,34.72
SRS6,4/29/08,2008,32.30,31.96,0.000032,0.000448,447.69,1.36,0.000001,0.000042,42.12,23.50,10.63
SRS4,5/2/08,2008,14.70,44.69,0.000045,0.000626,625.96,0.43,0.000000,0.000013,13.32,103.93,47.00
SRS5,5/2/08,2008,26.10,52.85,0.000053,0.000740,740.33,0.59,0.000001,0.000018,18.27,89.58,40.51
SRS6,5/2/08,2008,33.40,28.02,0.000028,0.000392,392.41,1.84,0.000002,0.000057,56.99,15.23,6.89
SRS1,5/4/08,2008,0.00,86.12,0.000086,0.001206,1206.23,0.09,0.000000,0.000003,2.79,956.84,432.70
SRS2,5/4/08,2008,0.00,98.99,0.000099,0.001386,1386.50,0.19,0.000000,0.000006,5.89,520.98,235.60
SRS4,5/5/08,2008,15.20,42.71,0.000043,0.000598,598.28,0.54,0.000001,0.000017,16.73,79.10,35.77
SRS5,5/5/08,2008,30.30,39.54,0.000040,0.000554,553.88,0.78,0.000001,0.000024,24.16,50.70,22.93
SRS6,5/5/08,2008,33.70,26.64,0.000027,0.000373,373.15,1.40,0.000001,0.000043,43.36,19.03,8.61
SRS4,5/8/08,2008,18.80,35.26,0.000035,0.000494,493.90,0.75,0.000001,0.000023,23.23,47.01,21.26
SRS5,5/8/08,2008,31.00,39.00,0.000039,0.000546,546.30,0.78,0.000001,0.000024,24.16,50.00,22.61
SRS6,5/8/08,2008,34.10,31.19,0.000031,0.000437,436.86,1.69,0.000002,0.000052,52.35,18.46,8.35
SRS1,5/10/08,2008,0.00,91.71,0.000092,0.001285,1284.57,0.10,0.000000,0.000003,3.10,917.09,414.72
SRS2,5/10/08,2008,0.00,107.62,0.000108,0.001507,1507.49,0.18,0.000000,0.000006,5.58,597.91,270.39
SRS4,5/11/08,2008,20.70,40.52,0.000041,0.000568,567.59,0.76,0.000001,0.000024,23.54,53.32,24.11
SRS5,5/11/08,2008,31.70,36.26,0.000036,0.000508,507.84,0.75,0.000001,0.000023,23.23,48.34,21.86
SRS6,5/11/08,2008,34.50,18.74,0.000019,0.000262,262.48,1.46,0.000001,0.000045,45.22,12.83,5.80
SRS4,5/14/08,2008,20.60,39.58,0.000040,0.000554,554.41,0.58,0.000001,0.000018,17.96,68.24,30.86
SRS5,5/14/08,2008,30.30,33.55,0.000034,0.000470,469.92,0.76,0.000001,0.000024,23.54,44.14,19.96
SRS6,5/14/08,2008,34.20,30.66,0.000031,0.000429,429.44,1.53,0.000002,0.000047,47.39,20.04,9.06
SRS1,5/16/08,2008,0.00,114.68,0.000115,0.001606,1606.35,0.15,0.000000,0.000005,4.65,764.55,345.74
SRS2,5/16/08,2008,0.00,83.98,0.000084,0.001176,1176.35,0.22,0.000000,0.000007,6.81,381.74,172.63
SRS4,5/17/08,2008,20.00,40.50,0.000041,0.000567,567.34,0.67,0.000001,0.000021,20.75,60.45,27.34
SRS5,5/17/08,2008,29.60,31.61,0.000032,0.000443,442.72,0.82,0.000001,0.000025,25.40,38.55,17.43
SRS6,5/17/08,2008,34.50,23.77,0.000024,0.000333,332.95,1.38,0.000001,0.000043,42.74,17.22,7.79
SRS1,5/20/08,2008,0.00,115.71,0.000116,0.001621,1620.72,0.13,0.000000,0.000004,4.03,890.06,402.50
SRS2,5/20/08,2008,0.00,106.14,0.000106,0.001487,1486.69,0.28,0.000000,0.000009,8.67,379.07,171.42
SRS4,5/20/08,2008,20.20,35.52,0.000036,0.000498,497.56,0.64,0.000001,0.000020,19.82,55.50,25.10
SRS5,5/20/08,2008,33.10,24.02,0.000024,0.000336,336.41,0.68,0.000001,0.000021,21.06,35.32,15.97
SRS6,5/20/08,2008,35.30,30.78,0.000031,0.000431,431.18,1.19,0.000001,0.000037,36.86,25.87,11.70
SRS4,5/23/08,2008,23.10,38.36,0.000038,0.000537,537.36,0.61,0.000001,0.000019,18.89,62.89,28.44
SRS5,5/23/08,2008,33.60,22.18,0.000022,0.000311,310.68,0.72,0.000001,0.000022,22.30,30.81,13.93
SRS6,5/23/08,2008,35.60,25.80,0.000026,0.000361,361.35,1.57,0.000002,0.000049,48.63,16.43,7.43
SRS1,5/26/08,2008,0.00,63.64,0.000064,0.000891,891.45,0.58,0.000001,0.000018,17.96,109.73,49.62
SRS2,5/26/08,2008,0.00,151.82,0.000152,0.002126,2126.49,0.00,0.000000,0.000000,0.03,151816.00,68653.93
SRS4,5/26/08,2008,23.60,37.07,0.000037,0.000519,519.27,0.60,0.000001,0.000019,18.58,61.79,27.94
SRS5,5/26/08,2008,31.60,27.67,0.000028,0.000388,387.60,0.55,0.000001,0.000017,17.04,50.31,22.75
SRS6,5/26/08,2008,35.30,26.35,0.000026,0.000369,369.01,1.12,0.000001,0.000035,34.69,23.52,10.64
SRS4,5/27/08,2008,21.00,40.23,0.000040,0.000564,563.56,0.99,0.000001,0.000031,30.66,40.64,18.38
SRS5,5/27/08,2008,26.10,26.95,0.000027,0.000377,377.43,0.55,0.000001,0.000017,17.04,48.99,22.16
SRS6,5/27/08,2008,34.20,26.94,0.000027,0.000377,377.28,0.97,0.000001,0.000030,30.04,27.77,12.56
SRS4,5/30/08,2008,20.10,37.32,0.000037,0.000523,522.67,0.51,0.000001,0.000016,15.80,73.17,33.09
SRS5,5/30/08,2008,27.60,31.37,0.000031,0.000439,439.37,0.57,0.000001,0.000018,17.66,55.03,24.89
SRS6,5/30/08,2008,34.00,24.69,0.000025,0.000346,345.78,1.49,0.000001,0.000046,46.15,16.57,7.49
SRS1,6/1/08,2008,0.00,53.04,0.000053,0.000743,742.92,0.62,0.000001,0.000019,19.20,85.55,38.69
SRS2,6/1/08,2008,0.00,109.74,0.000110,0.001537,1537.07,0.78,0.000001,0.000024,24.16,140.69,63.62
SRS4,6/2/08,2008,19.10,38.49,0.000038,0.000539,539.12,0.52,0.000001,0.000016,16.11,74.02,33.47
SRS5,6/2/08,2008,30.80,25.86,0.000026,0.000362,362.18,0.58,0.000001,0.000018,17.96,44.58,20.16
SRS6,6/2/08,2008,35.10,23.10,0.000023,0.000324,323.51,1.23,0.000001,0.000038,38.10,18.78,8.49
SRS4,6/5/08,2008,18.60,39.70,0.000040,0.000556,556.02,0.65,0.000001,0.000020,20.13,61.07,27.62
SRS5,6/5/08,2008,28.90,25.31,0.000025,0.000354,354.48,0.59,0.000001,0.000018,18.27,42.89,19.40
SRS6,6/5/08,2008,34.10,23.76,0.000024,0.000333,332.85,1.12,0.000001,0.000035,34.69,21.22,9.59
SRS1,6/7/08,2008,0.00,44.23,0.000044,0.000620,619.56,0.64,0.000001,0.000020,19.82,69.11,31.25
SRS2,6/7/08,2008,0.00,97.03,0.000097,0.001359,1359.07,0.83,0.000001,0.000026,25.71,116.90,52.86
SRS4,6/8/08,2008,17.80,37.03,0.000037,0.000519,518.65,0.57,0.000001,0.000018,17.66,64.96,29.38
SRS5,6/8/08,2008,28.20,31.58,0.000032,0.000442,442.34,0.54,0.000001,0.000017,16.73,58.48,26.45
SRS6,6/8/08,2008,33.80,24.69,0.000025,0.000346,345.80,1.13,0.000001,0.000035,35.00,21.85,9.88
SRS4,6/11/08,2008,15.90,35.75,0.000036,0.000501,500.72,0.65,0.000001,0.000020,20.13,55.00,24.87
SRS5,6/11/08,2008,25.60,42.22,0.000042,0.000591,591.31,0.49,0.000000,0.000015,15.18,86.15,38.96
SRS6,6/11/08,2008,32.50,22.73,0.000023,0.000318,318.34,1.23,0.000001,0.000038,38.10,18.48,8.36
SRS4,6/12/08,2008,14.80,37.82,0.000038,0.000530,529.79,0.57,0.000001,0.000018,17.66,66.36,30.01
SRS5,6/12/08,2008,19.20,31.64,0.000032,0.000443,443.14,0.50,0.000001,0.000015,15.49,63.27,28.61
SRS6,6/12/08,2008,29.40,23.81,0.000024,0.000333,333.45,0.79,0.000001,0.000024,24.47,30.13,13.63
SRS1,6/13/08,2008,0.00,45.55,0.000046,0.000638,637.96,0.59,0.000001,0.000018,18.27,77.20,34.91
SRS2,6/13/08,2008,0.00,105.04,0.000105,0.001471,1471.27,0.79,0.000001,0.000024,24.47,132.96,60.13
SRS4,6/15/08,2008,12.90,0.00,0.000000,0.000000,0.01,0.00,0.000000,0.000000,0.03,1.00,0.45
SRS5,6/15/08,2008,18.30,33.32,0.000033,0.000467,466.77,1.26,0.000001,0.000039,39.03,26.45,11.96
SRS4,6/18/08,2008,12.60,35.02,0.000035,0.000491,490.57,0.00,0.000000,0.000000,0.03,35023.00,15838.03
SRS5,6/18/08,2008,25.00,28.78,0.000029,0.000403,403.11,0.57,0.000001,0.000018,17.66,50.49,22.83
SRS1,6/19/08,2008,0.00,35.38,0.000035,0.000495,495.50,0.52,0.000001,0.000016,16.11,68.03,30.76
SRS2,6/19/08,2008,0.00,121.66,0.000122,0.001704,1704.06,1.65,0.000002,0.000051,51.11,73.73,33.34
SRS4,6/21/08,2008,12.90,29.17,0.000029,0.000409,408.64,0.75,0.000001,0.000023,23.23,38.90,17.59
SRS5,6/21/08,2008,22.40,51.79,0.000052,0.000725,725.44,0.52,0.000001,0.000016,16.11,99.60,45.04
SRS1,6/24/08,2008,0.00,29.19,0.000029,0.000409,408.82,0.28,0.000000,0.000009,8.67,104.24,47.14
SRS2,6/24/08,2008,0.00,69.27,0.000069,0.000970,970.22,0.59,0.000001,0.000018,18.27,117.40,53.09
SRS4,6/24/08,2008,11.10,32.60,0.000033,0.000457,456.68,1.60,0.000002,0.000050,49.56,20.38,9.22
SRS5,6/24/08,2008,17.00,33.91,0.000034,0.000475,474.99,0.51,0.000001,0.000016,15.80,66.49,30.07
SRS4,6/27/08,2008,7.80,30.99,0.000031,0.000434,434.05,1.44,0.000001,0.000045,44.60,21.52,9.73
SRS5,6/27/08,2008,12.40,37.46,0.000037,0.000525,524.65,1.67,0.000002,0.000052,51.73,22.43,10.14
SRS1,6/30/08,2008,0.00,24.55,0.000025,0.000344,343.89,0.20,0.000000,0.000006,6.19,122.76,55.51
SRS2,6/30/08,2008,0.00,50.40,0.000050,0.000706,705.97,0.36,0.000000,0.000011,11.15,140.00,63.31
SRS3,6/30/08,2008,0.00,39.86,0.000040,0.000558,558.28,0.59,0.000001,0.000018,18.27,67.55,30.55
SRS4,6/30/08,2008,6.50,38.28,0.000038,0.000536,536.19,1.48,0.000001,0.000046,45.84,25.86,11.70
SRS5,6/30/08,2008,15.50,35.36,0.000035,0.000495,495.26,0.87,0.000001,0.000027,26.95,40.64,18.38
SRS4,7/2/08,2008,5.50,39.68,0.000040,0.000556,555.84,1.66,0.000002,0.000051,51.42,23.91,10.81
SRS5,7/2/08,2008,13.40,36.00,0.000036,0.000504,504.28,0.00,0.000000,0.000000,0.03,36002.00,16280.75
SRS4,7/5/08,2008,5.50,32.37,0.000032,0.000453,453.41,0.45,0.000000,0.000014,13.94,71.93,32.53
SRS5,7/5/08,2008,14.10,43.05,0.000043,0.000603,603.03,1.07,0.000001,0.000033,33.14,40.24,18.20
SRS6,7/5/08,2008,26.10,67.90,0.000068,0.000951,951.05,3.85,0.000004,0.000119,119.25,17.64,7.98
SRS1,7/6/08,2008,0.00,27.05,0.000027,0.000379,378.95,0.23,0.000000,0.000007,7.12,117.63,53.19
SRS2,7/6/08,2008,0.00,54.86,0.000055,0.000768,768.35,0.29,0.000000,0.000009,8.98,189.16,85.54
SRS3,7/6/08,2008,0.00,36.99,0.000037,0.000518,518.12,0.45,0.000000,0.000014,13.94,82.20,37.17
SRS4,7/8/08,2008,4.70,29.57,0.000030,0.000414,414.17,0.36,0.000000,0.000011,11.15,82.14,37.14
SRS5,7/8/08,2008,12.40,33.15,0.000033,0.000464,464.32,0.80,0.000001,0.000025,24.78,41.44,18.74
SRS6,7/8/08,2008,25.50,60.30,0.000060,0.000845,844.65,2.98,0.000003,0.000092,92.30,20.24,9.15
SRS4,7/11/08,2008,3.50,33.64,0.000034,0.000471,471.25,0.42,0.000000,0.000013,13.01,80.10,36.22
SRS5,7/11/08,2008,8.20,35.92,0.000036,0.000503,503.19,0.53,0.000001,0.000016,16.42,67.78,30.65
SRS6,7/11/08,2008,22.60,55.12,0.000055,0.000772,772.02,2.62,0.000003,0.000081,81.15,21.04,9.51
SRS1,7/12/08,2008,0.00,36.37,0.000036,0.000509,509.43,0.31,0.000000,0.000010,9.60,117.32,53.06
SRS2,7/12/08,2008,0.00,38.52,0.000039,0.000540,539.58,0.36,0.000000,0.000011,11.15,107.01,48.39
SRS3,7/12/08,2008,0.00,78.84,0.000079,0.001104,1104.28,0.75,0.000001,0.000023,23.23,105.12,47.54
SRS4,7/14/08,2008,2.40,25.10,0.000025,0.000352,351.55,0.34,0.000000,0.000011,10.53,73.82,33.38
SRS5,7/14/08,2008,10.70,42.75,0.000043,0.000599,598.77,1.12,0.000001,0.000035,34.69,38.17,17.26
SRS6,7/14/08,2008,25.40,49.04,0.000049,0.000687,686.95,2.53,0.000003,0.000078,78.36,19.38,8.77
SRS4,7/17/08,2008,1.70,28.25,0.000028,0.000396,395.74,0.44,0.000000,0.000014,13.63,64.21,29.04
SRS5,7/17/08,2008,12.10,32.57,0.000033,0.000456,456.17,0.59,0.000001,0.000018,18.27,55.20,24.96
SRS6,7/17/08,2008,25.20,37.96,0.000038,0.000532,531.69,2.63,0.000003,0.000081,81.46,14.43,6.53
SRS1,7/18/08,2008,0.00,43.32,0.000043,0.000607,606.81,0.38,0.000000,0.000012,11.77,114.01,51.56
SRS2,7/18/08,2008,0.00,34.63,0.000035,0.000485,485.10,0.36,0.000000,0.000011,11.15,96.20,43.50
SRS3,7/18/08,2008,0.00,73.54,0.000074,0.001030,1030.12,0.94,0.000001,0.000029,29.12,78.24,35.38
SRS4,7/20/08,2008,1.40,26.77,0.000027,0.000375,375.01,0.40,0.000000,0.000012,12.39,66.93,30.27
SRS5,7/20/08,2008,8.60,34.64,0.000035,0.000485,485.17,0.62,0.000001,0.000019,19.20,55.87,25.26
SRS6,7/20/08,2008,23.40,42.65,0.000043,0.000597,597.44,2.79,0.000003,0.000086,86.42,15.29,6.91
SRS4,7/23/08,2008,1.20,28.83,0.000029,0.000404,403.82,0.60,0.000001,0.000019,18.58,48.05,21.73
SRS5,7/23/08,2008,14.10,32.59,0.000033,0.000456,456.46,1.19,0.000001,0.000037,36.86,27.38,12.38
SRS6,7/23/08,2008,27.20,32.58,0.000033,0.000456,456.39,2.65,0.000003,0.000082,82.08,12.30,5.56
SRS1,7/24/08,2008,0.00,43.05,0.000043,0.000603,602.95,0.43,0.000000,0.000013,13.32,100.11,45.27
SRS2,7/24/08,2008,0.00,21.47,0.000021,0.000301,300.77,0.32,0.000000,0.000010,9.91,67.10,30.35
SRS3,7/24/08,2008,0.00,47.85,0.000048,0.000670,670.22,0.00,0.000000,0.000000,0.03,47849.00,21638.18
SRS4,7/26/08,2008,1.10,26.07,0.000026,0.000365,365.22,0.49,0.000000,0.000015,15.18,53.21,24.06
SRS5,7/26/08,2008,8.20,33.29,0.000033,0.000466,466.31,0.65,0.000001,0.000020,20.13,51.22,23.16
SRS6,7/26/08,2008,23.40,35.70,0.000036,0.000500,500.08,2.37,0.000002,0.000073,73.41,15.06,6.81
SRS4,7/29/08,2008,1.00,33.03,0.000033,0.000463,462.68,0.48,0.000000,0.000015,14.87,68.82,31.12
SRS5,7/29/08,2008,12.90,30.85,0.000031,0.000432,432.16,1.01,0.000001,0.000031,31.28,30.55,13.81
SRS6,7/29/08,2008,25.10,23.31,0.000023,0.000326,326.48,1.90,0.000002,0.000059,58.85,12.27,5.55
SRS1,7/30/08,2008,0.00,38.46,0.000038,0.000539,538.65,0.37,0.000000,0.000011,11.46,103.94,47.00
SRS2,7/30/08,2008,0.00,20.80,0.000021,0.000291,291.30,0.28,0.000000,0.000009,8.67,74.28,33.59
SRS3,7/30/08,2008,0.00,29.44,0.000029,0.000412,412.30,0.52,0.000001,0.000016,16.11,56.61,25.60
SRS4,8/1/08,2008,0.90,32.49,0.000032,0.000455,455.12,0.51,0.000001,0.000016,15.80,63.71,28.81
SRS5,8/1/08,2008,15.50,35.54,0.000036,0.000498,497.82,0.52,0.000001,0.000016,16.11,68.35,30.91
SRS6,8/1/08,2008,26.30,17.51,0.000018,0.000245,245.29,1.70,0.000002,0.000053,52.66,10.30,4.66
SRS4,8/3/08,2008,1.10,34.71,0.000035,0.000486,486.24,0.54,0.000001,0.000017,16.73,64.29,29.07
SRS5,8/3/08,2008,20.00,31.90,0.000032,0.000447,446.78,0.57,0.000001,0.000018,17.66,55.96,25.31
SRS6,8/3/08,2008,29.10,16.42,0.000016,0.000230,229.94,1.80,0.000002,0.000056,55.75,9.12,4.12
SRS1,8/5/08,2008,0.00,32.91,0.000033,0.000461,460.90,0.38,0.000000,0.000012,11.77,86.59,39.16
SRS2,8/5/08,2008,0.00,22.56,0.000023,0.000316,316.00,0.37,0.000000,0.000011,11.46,60.97,27.57
SRS3,8/5/08,2008,0.00,27.37,0.000027,0.000383,383.37,0.46,0.000000,0.000014,14.25,59.50,26.91
SRS4,8/7/08,2008,1.30,14.02,0.000014,0.000196,196.43,0.94,0.000001,0.000029,29.12,14.92,6.75
SRS5,8/7/08,2008,9.30,49.44,0.000049,0.000692,692.45,0.22,0.000000,0.000007,6.81,224.71,101.62
SRS6,8/7/08,2008,23.30,68.77,0.000069,0.000963,963.19,3.27,0.000003,0.000101,101.28,21.03,9.51
SRS1,8/9/08,2008,0.00,19.59,0.000020,0.000274,274.40,0.36,0.000000,0.000011,11.15,54.42,24.61
SRS2,8/9/08,2008,0.00,41.39,0.000041,0.000580,579.75,0.33,0.000000,0.000010,10.22,125.42,56.72
SRS3,8/9/08,2008,0.00,36.02,0.000036,0.000504,504.49,0.40,0.000000,0.000012,12.39,90.04,40.72
