Site,Date,Year,Salinity,TN_um_L,TN_moles_L,TN_g_L,TN_ug_L,TP_um_L,TP_moles_L,TP_g_L,TP_ug_L,NP_molar,NP_mass
SRS2,9/26/07,2007,0.00,42.53,0.000043,0.000596,595.76,0.57,0.000001,0.000018,17.66,74.62,33.74
SRS4,9/28/07,2007,2.90,41.33,0.000041,0.000579,578.84,0.83,0.000001,0.000026,25.71,49.79,22.52
SRS5,9/28/07,2007,19.20,27.69,0.000028,0.000388,387.91,0.76,0.000001,0.000024,23.54,36.44,16.48
SRS6,9/28/07,2007,25.50,42.57,0.000043,0.000596,596.28,2.14,0.000002,0.000066,66.28,19.89,9.00
SRS4,10/1/07,2007,6.30,19.97,0.000020,0.000280,279.66,1.07,0.000001,0.000033,33.14,18.66,8.44
SRS5,10/1/07,2007,13.40,72.26,0.000072,0.001012,1012.19,1.55,0.000002,0.000048,48.01,46.62,21.08
SRS6,10/1/07,2007,23.30,53.29,0.000053,0.000746,746.39,1.54,0.000002,0.000048,47.70,34.60,15.65
SRS1,10/2/07,2007,0.00,29.90,0.000030,0.000419,418.82,0.32,0.000000,0.000010,9.91,93.44,42.26
SRS2,10/2/07,2007,0.00,40.73,0.000041,0.000570,570.45,0.56,0.000001,0.000017,17.35,72.73,32.89
SRS4,10/3/07,2007,2.10,22.44,0.000022,0.000314,314.30,0.75,0.000001,0.000023,23.23,29.92,13.53
SRS5,10/3/07,2007,15.00,106.78,0.000107,0.001496,1495.65,0.98,0.000001,0.000030,30.35,108.96,49.27
SRS6,10/3/07,2007,21.90,41.10,0.000041,0.000576,575.67,1.53,0.000002,0.000047,47.39,26.86,12.15
SRS4,10/6/07,2007,4.90,56.19,0.000056,0.000787,787.00,1.16,0.000001,0.000036,35.93,48.44,21.90
SRS5,10/6/07,2007,16.80,56.30,0.000056,0.000789,788.55,1.06,0.000001,0.000033,32.83,53.11,24.02
SRS6,10/6/07,2007,23.00,73.65,0.000074,0.001032,1031.62,3.91,0.000004,0.000121,121.11,18.84,8.52
SRS1,10/8/07,2007,0.00,32.69,0.000033,0.000458,457.82,0.26,0.000000,0.000008,8.05,125.71,56.85
SRS2,10/8/07,2007,0.00,40.25,0.000040,0.000564,563.80,0.42,0.000000,0.000013,13.01,95.84,43.34
SRS4,10/9/07,2007,3.90,45.96,0.000046,0.000644,643.75,0.73,0.000001,0.000023,22.61,62.96,28.47
SRS5,10/9/07,2007,10.80,72.58,0.000073,0.001017,1016.56,2.49,0.000002,0.000077,77.13,29.15,13.18
SRS6,10/9/07,2007,20.80,84.61,0.000085,0.001185,1185.13,4.78,0.000005,0.000148,148.06,17.70,8.00
SRS4,10/12/07,2007,3.00,44.14,0.000044,0.000618,618.33,0.69,0.000001,0.000021,21.37,63.98,28.93
SRS5,10/12/07,2007,16.70,56.90,0.000057,0.000797,797.00,1.10,0.000001,0.000034,34.07,51.73,23.39
SRS6,10/12/07,2007,23.10,67.55,0.000068,0.000946,946.23,3.46,0.000003,0.000107,107.17,19.52,8.83
SRS1,10/14/07,2007,0.00,40.36,0.000040,0.000565,565.27,0.16,0.000000,0.000005,4.96,252.23,114.06
SRS2,10/14/07,2007,0.00,58.68,0.000059,0.000822,821.87,0.40,0.000000,0.000012,12.39,146.69,66.34
SRS3,10/14/07,2007,0.00,45.50,0.000045,0.000637,637.28,0.16,0.000000,0.000005,4.96,284.36,128.59
SRS4,10/15/07,2007,3.30,43.98,0.000044,0.000616,615.96,0.62,0.000001,0.000019,19.20,70.93,32.07
SRS5,10/15/07,2007,10.40,55.53,0.000056,0.000778,777.84,0.43,0.000000,0.000013,13.32,129.14,58.40
SRS6,10/15/07,2007,20.20,75.43,0.000075,0.001056,1056.48,3.66,0.000004,0.000113,113.36,20.61,9.32
SRS4,10/18/07,2007,2.30,47.92,0.000048,0.000671,671.20,0.95,0.000001,0.000029,29.43,50.44,22.81
SRS5,10/18/07,2007,14.20,53.58,0.000054,0.000750,750.44,0.61,0.000001,0.000019,18.89,87.83,39.72
SRS6,10/18/07,2007,21.50,58.85,0.000059,0.000824,824.31,2.56,0.000003,0.000079,79.29,22.99,10.40
SRS1,10/20/07,2007,0.00,41.20,0.000041,0.000577,577.03,0.14,0.000000,0.000004,4.34,294.26,133.07
SRS2,10/20/07,2007,0.00,57.28,0.000057,0.000802,802.36,0.21,0.000000,0.000007,6.50,272.78,123.35
SRS3,10/20/07,2007,0.00,49.77,0.000050,0.000697,697.17,0.15,0.000000,0.000005,4.65,331.82,150.05
SRS4,10/21/07,2007,2.80,49.68,0.000050,0.000696,695.81,0.97,0.000001,0.000030,30.04,51.21,23.16
SRS5,10/21/07,2007,14.50,52.07,0.000052,0.000729,729.32,2.61,0.000003,0.000081,80.84,19.95,9.02
SRS6,10/21/07,2007,22.90,51.29,0.000051,0.000718,718.46,2.12,0.000002,0.000066,65.66,24.19,10.94
SRS4,10/24/07,2007,2.50,48.65,0.000049,0.000681,681.43,0.88,0.000001,0.000027,27.26,55.28,25.00
SRS5,10/24/07,2007,11.80,52.47,0.000052,0.000735,735.00,0.51,0.000001,0.000016,15.80,102.89,46.53
SRS6,10/24/07,2007,20.10,59.52,0.000060,0.000834,833.71,2.13,0.000002,0.000066,65.97,27.94,12.64
SRS1,10/26/07,2007,0.00,36.43,0.000036,0.000510,510.30,0.18,0.000000,0.000006,5.58,202.40,91.53
SRS2,10/26/07,2007,0.00,66.98,0.000067,0.000938,938.16,0.18,0.000000,0.000006,5.58,372.10,168.27
SRS3,10/26/07,2007,0.00,52.57,0.000053,0.000736,736.36,0.12,0.000000,0.000004,3.72,438.09,198.11
SRS4,10/27/07,2007,2.20,46.35,0.000046,0.000649,649.28,0.90,0.000001,0.000028,27.88,51.50,23.29
SRS5,10/27/07,2007,14.00,49.75,0.000050,0.000697,696.85,0.96,0.000001,0.000030,29.74,51.82,23.44
SRS6,10/27/07,2007,21.50,52.84,0.000053,0.000740,740.12,2.83,0.000003,0.000088,87.66,18.67,8.44
SRS4,10/30/07,2007,2.20,50.05,0.000050,0.000701,701.06,0.83,0.000001,0.000026,25.71,60.30,27.27
SRS5,10/30/07,2007,10.20,39.91,0.000040,0.000559,558.98,0.75,0.000001,0.000023,23.23,53.21,24.06
SRS6,10/30/07,2007,20.00,45.82,0.000046,0.000642,641.76,2.01,0.000002,0.000062,62.26,22.79,10.31
SRS1,11/1/07,2007,0.00,46.85,0.000047,0.000656,656.21,0.16,0.000000,0.000005,4.96,292.81,132.41
SRS2,11/1/07,2007,0.00,59.16,0.000059,0.000829,828.68,0.17,0.000000,0.000005,5.27,348.01,157.38
SRS3,11/1/07,2007,0.00,49.61,0.000050,0.000695,694.93,0.14,0.000000,0.000004,4.34,354.38,160.26
SRS4,11/2/07,2007,1.80,46.18,0.000046,0.000647,646.86,0.38,0.000000,0.000012,11.77,121.53,54.96
SRS5,11/2/07,2007,10.80,39.39,0.000039,0.000552,551.69,1.34,0.000001,0.000042,41.51,29.39,13.29
SRS6,11/2/07,2007,18.80,45.95,0.000046,0.000644,643.68,2.13,0.000002,0.000066,65.97,21.57,9.76
SRS4,11/5/07,2007,1.60,47.27,0.000047,0.000662,662.12,0.88,0.000001,0.000027,27.26,53.72,24.29
SRS5,11/5/07,2007,17.40,45.62,0.000046,0.000639,638.96,2.39,0.000002,0.000074,74.03,19.09,8.63
SRS6,11/5/07,2007,23.30,41.66,0.000042,0.000584,583.53,2.32,0.000002,0.000072,71.86,17.96,8.12
SRS1,11/7/07,2007,0.00,59.15,0.000059,0.000829,828.51,0.20,0.000000,0.000006,6.19,295.75,133.74
SRS2,11/7/07,2007,0.00,59.57,0.000060,0.000834,834.44,0.16,0.000000,0.000005,4.96,372.33,168.37
SRS3,11/7/07,2007,0.00,45.88,0.000046,0.000643,642.61,0.18,0.000000,0.000006,5.58,254.88,115.26
SRS4,11/7/07,2007,1.90,50.72,0.000051,0.000710,710.41,0.82,0.000001,0.000025,25.40,61.85,27.97
SRS5,11/7/07,2007,20.90,38.71,0.000039,0.000542,542.24,1.56,0.000002,0.000048,48.32,24.82,11.22
SRS6,11/7/07,2007,25.40,47.53,0.000048,0.000666,665.75,2.96,0.000003,0.000092,91.68,16.06,7.26
SRS4,11/10/07,2007,4.50,53.83,0.000054,0.000754,753.93,0.62,0.000001,0.000019,19.20,86.81,39.26
SRS6,11/10/07,2007,25.20,48.10,0.000048,0.000674,673.71,2.86,0.000003,0.000089,88.59,16.82,7.61
SRS1,11/13/07,2007,0.00,61.34,0.000061,0.000859,859.22,0.25,0.000000,0.000008,7.74,245.37,110.96
SRS2,11/13/07,2007,0.00,53.36,0.000053,0.000747,747.44,0.20,0.000000,0.000006,6.19,266.81,120.66
SRS3,11/13/07,2007,0.00,51.75,0.000052,0.000725,724.88,0.10,0.000000,0.000003,3.10,517.51,234.03
SRS4,11/13/07,2007,4.50,51.57,0.000052,0.000722,722.40,0.63,0.000001,0.000020,19.51,81.86,37.02
SRS6,11/13/07,2007,24.10,59.40,0.000059,0.000832,832.04,3.10,0.000003,0.000096,96.02,19.16,8.67
SRS4,11/16/07,2007,5.00,54.35,0.000054,0.000761,761.34,0.56,0.000001,0.000017,17.35,97.06,43.89
SRS6,11/16/07,2007,23.00,43.88,0.000044,0.000615,614.57,1.57,0.000002,0.000049,48.63,27.95,12.64
SRS2,11/18/07,2007,0.00,56.56,0.000057,0.000792,792.17,0.19,0.000000,0.000006,5.89,297.66,134.61
SRS3,11/18/07,2007,0.00,50.67,0.000051,0.000710,709.73,0.21,0.000000,0.000007,6.50,241.29,109.11
SRS1,11/19/07,2007,0.00,60.76,0.000061,0.000851,851.11,0.29,0.000000,0.000009,8.98,209.53,94.75
SRS4,11/19/07,2007,5.00,55.35,0.000055,0.000775,775.23,0.48,0.000000,0.000015,14.87,115.30,52.14
SRS6,11/19/07,2007,20.50,43.04,0.000043,0.000603,602.85,1.37,0.000001,0.000042,42.43,31.42,14.21
SRS4,11/22/07,2007,2.70,81.22,0.000081,0.001138,1137.63,1.71,0.000002,0.000053,52.97,47.50,21.48
SRS6,11/22/07,2007,21.40,36.59,0.000037,0.000512,512.49,1.50,0.000002,0.000046,46.46,24.39,11.03
SRS1,11/25/07,2007,0.00,56.06,0.000056,0.000785,785.19,0.15,0.000000,0.000005,4.65,373.71,169.00
SRS2,11/25/07,2007,0.00,55.49,0.000055,0.000777,777.23,0.11,0.000000,0.000003,3.41,504.45,228.12
SRS3,11/25/07,2007,0.00,45.03,0.000045,0.000631,630.75,0.21,0.000000,0.000007,6.50,214.43,96.97
SRS4,11/25/07,2007,4.20,56.06,0.000056,0.000785,785.27,0.91,0.000001,0.000028,28.19,61.61,27.86
SRS6,11/25/07,2007,25.90,32.98,0.000033,0.000462,461.91,1.44,0.000001,0.000045,44.60,22.90,10.36
SRS4,11/28/07,2007,6.10,46.10,0.000046,0.000646,645.65,0.70,0.000001,0.000022,21.68,65.85,29.78
SRS6,11/28/07,2007,26.50,27.84,0.000028,0.000390,389.95,1.37,0.000001,0.000042,42.43,20.32,9.19
SRS1,12/1/07,2007,0.00,60.10,0.000060,0.000842,841.85,0.16,0.000000,0.000005,4.96,375.64,169.87
SRS2,12/1/07,2007,0.00,47.00,0.000047,0.000658,658.27,0.15,0.000000,0.000005,4.65,313.31,141.68
SRS3,12/1/07,2007,0.00,53.77,0.000054,0.000753,753.13,0.19,0.000000,0.000006,5.89,282.99,127.97
SRS4,12/1/07,2007,5.40,50.01,0.000050,0.000700,700.42,1.00,0.000001,0.000031,30.97,50.01,22.61
SRS6,12/1/07,2007,23.50,26.62,0.000027,0.000373,372.81,1.14,0.000001,0.000035,35.31,23.35,10.56
SRS4,12/3/07,2007,4.60,61.24,0.000061,0.000858,857.82,1.19,0.000001,0.000037,36.86,51.46,23.27
SRS6,12/3/07,2007,21.60,28.50,0.000028,0.000399,399.14,1.16,0.000001,0.000036,35.93,24.57,11.11
SRS1,12/5/07,2007,0.00,54.88,0.000055,0.000769,768.69,0.13,0.000000,0.000004,4.03,422.15,190.90
SRS2,12/5/07,2007,0.00,47.60,0.000048,0.000667,666.68,0.00,0.000000,0.000000,0.03,47596.00,21523.77
SRS3,12/5/07,2007,0.00,54.23,0.000054,0.000760,759.64,0.19,0.000000,0.000006,5.89,285.44,129.08
SRS4,12/6/07,2007,3.80,59.14,0.000059,0.000828,828.33,1.26,0.000001,0.000039,39.03,46.93,21.22
SRS5,12/6/07,2007,16.20,39.60,0.000040,0.000555,554.73,0.57,0.000001,0.000018,17.66,69.48,31.42
SRS6,12/6/07,2007,24.00,50.72,0.000051,0.000710,710.37,1.83,0.000002,0.000057,56.68,27.71,12.53
SRS4,12/9/07,2007,4.00,56.15,0.000056,0.000786,786.42,1.08,0.000001,0.000033,33.45,51.99,23.51
SRS5,12/9/07,2007,14.60,43.45,0.000043,0.000609,608.59,0.79,0.000001,0.000024,24.47,55.00,24.87
SRS6,12/9/07,2007,22.80,55.52,0.000056,0.000778,777.72,1.98,0.000002,0.000061,61.33,28.04,12.68
SRS1,12/11/07,2007,0.00,54.64,0.000055,0.000765,765.33,0.46,0.000000,0.000014,14.25,118.78,53.71
SRS2,12/11/07,2007,0.00,64.86,0.000065,0.000908,908.48,0.14,0.000000,0.000004,4.34,463.28,209.50
SRS3,12/11/07,2007,0.00,64.46,0.000064,0.000903,902.85,0.22,0.000000,0.000007,6.81,292.99,132.49
SRS4,12/12/07,2007,3.90,51.55,0.000052,0.000722,722.09,0.76,0.000001,0.000024,23.54,67.83,30.67
SRS5,12/12/07,2007,13.70,42.21,0.000042,0.000591,591.17,0.81,0.000001,0.000025,25.09,52.10,23.56
SRS6,12/12/07,2007,22.70,56.97,0.000057,0.000798,797.91,1.79,0.000002,0.000055,55.44,31.82,14.39
SRS4,12/15/07,2007,3.90,24.63,0.000025,0.000345,345.05,0.81,0.000001,0.000025,25.09,30.41,13.75
SRS5,12/15/07,2007,17.30,38.10,0.000038,0.000534,533.62,0.52,0.000001,0.000016,16.11,73.26,33.13
SRS6,12/15/07,2007,24.60,53.99,0.000054,0.000756,756.27,1.85,0.000002,0.000057,57.30,29.18,13.20
SRS1,12/17/07,2007,0.00,59.80,0.000060,0.000838,837.63,0.21,0.000000,0.000007,6.50,284.77,128.78
SRS2,12/17/07,2007,0.00,69.71,0.000070,0.000976,976.37,0.12,0.000000,0.000004,3.72,580.88,262.69
SRS3,12/17/07,2007,0.00,69.05,0.000069,0.000967,967.24,0.13,0.000000,0.000004,4.03,531.18,240.21
SRS4,12/18/07,2007,4.60,28.28,0.000028,0.000396,396.16,0.69,0.000001,0.000021,21.37,40.99,18.54
SRS5,12/18/07,2007,21.40,36.18,0.000036,0.000507,506.80,0.76,0.000001,0.000024,23.54,47.61,21.53
SRS6,12/18/07,2007,26.00,44.33,0.000044,0.000621,620.94,1.49,0.000001,0.000046,46.15,29.75,13.45
SRS4,12/21/07,2007,5.00,47.07,0.000047,0.000659,659.28,0.97,0.000001,0.000030,30.04,48.52,21.94
SRS5,12/21/07,2007,18.00,37.10,0.000037,0.000520,519.66,0.75,0.000001,0.000023,23.23,49.47,22.37
SRS6,12/21/07,2007,25.30,44.33,0.000044,0.000621,620.86,1.56,0.000002,0.000048,48.32,28.41,12.85
SRS1,12/23/07,2007,0.00,54.20,0.000054,0.000759,759.12,0.12,0.000000,0.000004,3.72,451.63,204.24
SRS2,12/23/07,2007,0.00,65.26,0.000065,0.000914,914.11,0.11,0.000000,0.000003,3.41,593.28,268.29
SRS3,12/23/07,2007,0.00,69.68,0.000070,0.000976,976.06,0.16,0.000000,0.000005,4.96,435.53,196.95
SRS4,12/24/07,2007,6.30,63.20,0.000063,0.000885,885.28,0.93,0.000001,0.000029,28.81,67.96,30.73
SRS5,12/24/07,2007,22.70,37.30,0.000037,0.000522,522.43,0.70,0.000001,0.000022,21.68,53.28,24.10
SRS6,12/24/07,2007,28.50,44.06,0.000044,0.000617,617.09,1.62,0.000002,0.000050,50.18,27.20,12.30
SRS4,12/27/07,2007,9.30,38.33,0.000038,0.000537,536.83,1.42,0.000001,0.000044,43.98,26.99,12.21
SRS5,12/27/07,2007,25.30,26.56,0.000027,0.000372,372.03,0.61,0.000001,0.000019,18.89,43.54,19.69
SRS6,12/27/07,2007,29.00,37.07,0.000037,0.000519,519.18,1.44,0.000001,0.000045,44.60,25.74,11.64
SRS1,12/29/07,2007,0.00,62.73,0.000063,0.000879,878.66,0.16,0.000000,0.000005,4.96,392.06,177.30
SRS2,12/29/07,2007,0.00,70.76,0.000071,0.000991,991.14,0.10,0.000000,0.000003,3.10,707.60,319.99
SRS3,12/29/07,2007,0.00,65.93,0.000066,0.000924,923.54,0.21,0.000000,0.000007,6.50,313.97,141.98
SRS4,12/30/07,2007,12.20,34.63,0.000035,0.000485,485.05,1.55,0.000002,0.000048,48.01,22.34,10.10
SRS5,12/30/07,2007,25.60,28.60,0.000029,0.000401,400.57,0.57,0.000001,0.000018,17.66,50.17,22.69
SRS6,12/30/07,2007,29.20,33.33,0.000033,0.000467,466.81,1.30,0.000001,0.000040,40.27,25.64,11.59
SRS4,1/2/08,2008,11.20,52.04,0.000052,0.000729,728.95,0.92,0.000001,0.000028,28.50,56.57,25.58
SRS5,1/2/08,2008,21.30,30.57,0.000031,0.000428,428.17,0.51,0.000001,0.000016,15.80,59.94,27.10
SRS6,1/2/08,2008,26.10,32.55,0.000033,0.000456,455.89,1.24,0.000001,0.000038,38.41,26.25,11.87
SRS1,1/4/08,2008,0.00,76.25,0.000076,0.001068,1068.06,0.19,0.000000,0.000006,5.89,401.33,181.49
SRS2,1/4/08,2008,0.00,74.81,0.000075,0.001048,1047.84,0.14,0.000000,0.000004,4.34,534.34,241.64
SRS3,1/4/08,2008,0.00,67.39,0.000067,0.000944,943.97,0.18,0.000000,0.000006,5.58,374.41,169.31
SRS4,1/5/08,2008,7.90,68.28,0.000068,0.000956,956.44,0.75,0.000001,0.000023,23.23,91.04,41.17
SRS5,1/5/08,2008,16.40,54.89,0.000055,0.000769,768.79,0.55,0.000001,0.000017,17.04,99.79,45.13
SRS6,1/5/08,2008,23.00,37.60,0.000038,0.000527,526.66,1.48,0.000001,0.000046,45.84,25.41,11.49
SRS4,1/8/08,2008,8.10,56.92,0.000057,0.000797,797.32,1.13,0.000001,0.000035,35.00,50.37,22.78
SRS5,1/8/08,2008,21.30,46.63,0.000047,0.000653,653.20,1.01,0.000001,0.000031,31.28,46.17,20.88
SRS6,1/8/08,2008,28.10,46.83,0.000047,0.000656,655.93,1.67,0.000002,0.000052,51.73,28.04,12.68
SRS2,1/9/08,2008,0.00,73.58,0.000074,0.001031,1030.64,0.04,0.000000,0.000001,1.24,1839.50,831.85
SRS3,1/9/08,2008,0.00,79.51,0.000080,0.001114,1113.67,0.20,0.000000,0.000006,6.19,397.54,179.77
SRS1,1/10/08,2008,0.00,73.51,0.000074,0.001030,1029.68,0.14,0.000000,0.000004,4.34,525.09,237.45
SRS4,1/11/08,2008,10.30,54.20,0.000054,0.000759,759.17,1.14,0.000001,0.000035,35.31,47.54,21.50
SRS5,1/11/08,2008,24.80,40.45,0.000040,0.000567,566.51,0.62,0.000001,0.000019,19.20,65.23,29.50
SRS6,1/11/08,2008,30.50,43.11,0.000043,0.000604,603.84,1.52,0.000002,0.000047,47.08,28.36,12.83
SRS4,1/14/08,2008,12.00,47.83,0.000048,0.000670,669.98,0.98,0.000001,0.000030,30.35,48.81,22.07
SRS5,1/14/08,2008,27.20,38.18,0.000038,0.000535,534.84,0.65,0.000001,0.000020,20.13,58.74,26.57
SRS6,1/14/08,2008,31.30,32.20,0.000032,0.000451,450.98,1.53,0.000002,0.000047,47.39,21.04,9.52
SRS1,1/16/08,2008,0.00,132.66,0.000133,0.001858,1858.15,0.10,0.000000,0.000003,3.10,1326.59,599.91
SRS2,1/16/08,2008,0.00,104.84,0.000105,0.001469,1468.54,0.16,0.000000,0.000005,4.96,655.27,296.32
SRS3,1/16/08,2008,0.00,151.71,0.000152,0.002125,2125.00,0.32,0.000000,0.000010,9.91,474.09,214.39
SRS4,1/17/08,2008,11.10,48.32,0.000048,0.000677,676.75,0.57,0.000001,0.000018,17.66,84.76,38.33
SRS5,1/17/08,2008,20.90,48.21,0.000048,0.000675,675.31,0.42,0.000000,0.000013,13.01,114.79,51.91
SRS6,1/17/08,2008,27.70,31.37,0.000031,0.000439,439.43,1.01,0.000001,0.000031,31.28,31.06,14.05
SRS4,1/20/08,2008,11.40,46.36,0.000046,0.000649,649.31,0.68,0.000001,0.000021,21.06,68.17,30.83
SRS5,1/20/08,2008,22.70,42.01,0.000042,0.000588,588.48,0.46,0.000000,0.000014,14.25,91.33,41.30
SRS6,1/20/08,2008,29.20,26.12,0.000026,0.000366,365.82,1.00,0.000001,0.000031,30.97,26.12,11.81
SRS1,1/22/08,2008,0.00,137.10,0.000137,0.001920,1920.30,0.10,0.000000,0.000003,3.10,1370.96,619.97
SRS2,1/22/08,2008,0.00,133.27,0.000133,0.001867,1866.67,0.15,0.000000,0.000005,4.65,888.45,401.77
SRS3,1/22/08,2008,0.00,141.91,0.000142,0.001988,1987.76,0.24,0.000000,0.000007,7.43,591.30,267.40
SRS4,1/22/08,2008,10.80,51.74,0.000052,0.000725,724.76,1.37,0.000001,0.000042,42.43,37.77,17.08
SRS5,1/22/08,2008,19.80,52.19,0.000052,0.000731,731.04,0.52,0.000001,0.000016,16.11,100.37,45.39
SRS6,1/22/08,2008,26.60,28.79,0.000029,0.000403,403.30,1.30,0.000001,0.000040,40.27,22.15,10.02
SRS3,1/25/08,2008,0.00,148.61,0.000149,0.002082,2081.52,0.27,0.000000,0.000008,8.36,550.39,248.90
SRS4,1/25/08,2008,11.20,51.56,0.000052,0.000722,722.20,0.99,0.000001,0.000031,30.66,52.08,23.55
SRS5,1/25/08,2008,26.20,41.08,0.000041,0.000575,575.44,1.26,0.000001,0.000039,39.03,32.60,14.74
SRS6,1/25/08,2008,29.90,37.31,0.000037,0.000523,522.53,1.99,0.000002,0.000062,61.64,18.75,8.48
SRS1,1/28/08,2008,0.00,142.08,0.000142,0.001990,1990.04,0.11,0.000000,0.000003,3.41,1291.59,584.08
SRS2,1/28/08,2008,0.00,132.93,0.000133,0.001862,1861.91,0.13,0.000000,0.000004,4.03,1022.52,462.40
SRS4,1/28/08,2008,12.80,50.46,0.000050,0.000707,706.75,1.31,0.000001,0.000041,40.58,38.52,17.42
SRS5,1/28/08,2008,27.90,32.35,0.000032,0.000453,453.06,0.88,0.000001,0.000027,27.26,36.76,16.62
SRS6,1/28/08,2008,30.80,33.23,0.000033,0.000465,465.48,1.61,0.000002,0.000050,49.87,20.64,9.33
SRS4,1/31/08,2008,13.70,50.12,0.000050,0.000702,702.09,1.04,0.000001,0.000032,32.21,48.20,21.80
SRS5,1/31/08,2008,27.00,24.39,0.000024,0.000342,341.64,0.63,0.000001,0.000020,19.51,38.72,17.51
SRS6,1/31/08,2008,30.80,32.16,0.000032,0.000451,450.51,1.58,0.000002,0.000049,48.94,20.36,9.21
SRS1,2/3/08,2008,0.00,154.77,0.000155,0.002168,2167.81,0.09,0.000000,0.000003,2.79,1719.62,777.64
SRS2,2/3/08,2008,0.00,139.83,0.000140,0.001959,1958.64,0.16,0.000000,0.000005,4.96,873.96,395.22
SRS4,2/3/08,2008,14.40,41.75,0.000042,0.000585,584.76,1.26,0.000001,0.000039,39.03,33.13,14.98
SRS5,2/3/08,2008,24.70,41.12,0.000041,0.000576,575.91,0.75,0.000001,0.000023,23.23,54.82,24.79
SRS6,2/3/08,2008,30.90,32.28,0.000032,0.000452,452.20,1.57,0.000002,0.000049,48.63,20.56,9.30
SRS4,2/6/08,2008,14.10,45.62,0.000046,0.000639,638.97,1.01,0.000001,0.000031,31.28,45.17,20.43
SRS5,2/6/08,2008,25.80,31.26,0.000031,0.000438,437.90,0.62,0.000001,0.000019,19.20,50.42,22.80
SRS6,2/6/08,2008,30.60,28.67,0.000029,0.000402,401.59,1.54,0.000002,0.000048,47.70,18.62,8.42
SRS1,2/9/08,2008,0.00,179.58,0.000180,0.002515,2515.31,0.11,0.000000,0.000003,3.41,1632.50,738.25
SRS2,2/9/08,2008,0.00,133.70,0.000134,0.001873,1872.76,0.17,0.000000,0.000005,5.27,786.48,355.66
SRS4,2/9/08,2008,15.50,44.31,0.000044,0.000621,620.62,1.09,0.000001,0.000034,33.76,40.65,18.38
SRS5,2/9/08,2008,28.20,25.94,0.000026,0.000363,363.37,0.73,0.000001,0.000023,22.61,35.54,16.07
SRS6,2/9/08,2008,32.50,25.40,0.000025,0.000356,355.75,1.26,0.000001,0.000039,39.03,20.16,9.12
SRS4,2/12/08,2008,15.30,39.26,0.000039,0.000550,549.87,0.73,0.000001,0.000023,22.61,53.78,24.32
SRS5,2/12/08,2008,25.40,29.64,0.000030,0.000415,415.11,0.66,0.000001,0.000020,20.44,44.90,20.31
SRS6,2/12/08,2008,31.20,58.94,0.000059,0.000826,825.61,0.99,0.000001,0.000031,30.66,59.54,26.92
SRS1,2/15/08,2008,0.00,196.27,0.000196,0.002749,2749.13,0.28,0.000000,0.000009,8.67,700.96,316.99
SRS2,2/15/08,2008,0.00,130.57,0.000131,0.001829,1828.87,0.14,0.000000,0.000004,4.34,932.63,421.75
SRS4,2/15/08,2008,14.40,38.78,0.000039,0.000543,543.18,0.70,0.000001,0.000022,21.68,55.40,25.05
SRS5,2/15/08,2008,26.60,27.87,0.000028,0.000390,390.42,0.62,0.000001,0.000019,19.20,44.96,20.33
SRS6,2/15/08,2008,31.20,44.79,0.000045,0.000627,627.33,1.19,0.000001,0.000037,36.86,37.64,17.02
SRS4,2/18/08,2008,14.50,39.53,0.000040,0.000554,553.65,1.16,0.000001,0.000036,35.93,34.08,15.41
SRS5,2/18/08,2008,23.20,28.92,0.000029,0.000405,405.07,0.63,0.000001,0.000020,19.51,45.90,20.76
SRS6,2/18/08,2008,29.50,42.99,0.000043,0.000602,602.15,1.05,0.000001,0.000033,32.52,40.94,18.51
SRS1,2/21/08,2008,0.00,208.35,0.000208,0.002918,2918.29,0.08,0.000000,0.000002,2.48,2604.31,1177.72
SRS2,2/21/08,2008,0.00,145.01,0.000145,0.002031,2031.11,0.14,0.000000,0.000004,4.34,1035.76,468.39
SRS5,2/21/08,2008,23.90,50.78,0.000051,0.000711,711.29,0.74,0.000001,0.000023,22.92,68.62,31.03
SRS6,2/21/08,2008,29.50,55.83,0.000056,0.000782,782.05,1.64,0.000002,0.000051,50.80,34.04,15.40
SRS5,2/24/08,2008,26.30,43.15,0.000043,0.000604,604.36,0.72,0.000001,0.000022,22.30,59.93,27.10
SRS6,2/24/08,2008,31.20,61.66,0.000062,0.000864,863.66,0.00,0.000000,0.000000,0.03,61659.00,27883.31
SRS1,2/27/08,2008,0.00,205.79,0.000206,0.002883,2882.54,0.15,0.000000,0.000005,4.65,1371.95,620.42
SRS2,2/27/08,2008,0.00,145.54,0.000146,0.002039,2038.55,0.17,0.000000,0.000005,5.27,856.11,387.15
SRS5,2/27/08,2008,28.40,40.81,0.000041,0.000572,571.67,0.70,0.000001,0.000022,21.68,58.30,26.37
SRS6,2/27/08,2008,32.20,44.39,0.000044,0.000622,621.73,1.27,0.000001,0.000039,39.34,34.95,15.81
SRS4,3/1/08,2008,14.20,61.06,0.000061,0.000855,855.32,1.69,0.000002,0.000052,52.35,36.13,16.34
SRS5,3/1/08,2008,24.30,36.46,0.000036,0.000511,510.68,1.01,0.000001,0.000031,31.28,36.10,16.32
SRS6,3/1/08,2008,30.30,43.36,0.000043,0.000607,607.32,1.29,0.000001,0.000040,39.96,33.61,15.20
SRS1,3/2/08,2008,0.00,198.08,0.000198,0.002774,2774.46,0.15,0.000000,0.000005,4.65,1320.51,597.16
